버스_id,출발시간,도착시간,출발정류장,도착정류장,lat_x,lon_x,lat_y,lon_y,type
1,6:00,6:01:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
1,6:01:30,6:07:16,걸포북변역.국민연금공단,풍무역,37.631468,126.705672,37.612075,126.732771,1
1,6:07:16,6:12:49,풍무역,고촌역,37.612075,126.732771,37.6004,126.770752,1
1,6:12:49,6:18:44,고촌역,개화역광역환승센터,37.6004,126.770752,37.578385,126.797538,1
1,6:18:44,6:24:16,개화역광역환승센터,롯데몰.김포공항역,37.578385,126.797538,37.56234,126.803093,1
2,6:15,6:16:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
2,6:16:30,6:22:16,걸포북변역.국민연금공단,풍무역,37.631468,126.705672,37.612075,126.732771,1
2,6:22:16,6:27:49,풍무역,고촌역,37.612075,126.732771,37.6004,126.770752,1
2,6:27:49,6:33:44,고촌역,개화역광역환승센터,37.6004,126.770752,37.578385,126.797538,1
2,6:33:44,6:39:16,개화역광역환승센터,롯데몰.김포공항역,37.578385,126.797538,37.56234,126.803093,1
3,6:30,6:31:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
3,6:31:30,6:37:16,걸포북변역.국민연금공단,풍무역,37.631468,126.705672,37.612075,126.732771,1
3,6:37:16,6:42:49,풍무역,고촌역,37.612075,126.732771,37.6004,126.770752,1
3,6:42:49,6:48:44,고촌역,개화역광역환승센터,37.6004,126.770752,37.578385,126.797538,1
3,6:48:44,6:54:16,개화역광역환승센터,롯데몰.김포공항역,37.578385,126.797538,37.56234,126.803093,1
4,6:45,6:46:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
4,6:46:30,6:52:16,걸포북변역.국민연금공단,풍무역,37.631468,126.705672,37.612075,126.732771,1
4,6:52:16,6:57:49,풍무역,고촌역,37.612075,126.732771,37.6004,126.770752,1
4,6:57:49,7:03:44,고촌역,개화역광역환승센터,37.6004,126.770752,37.578385,126.797538,1
4,7:03:44,7:09:16,개화역광역환승센터,롯데몰.김포공항역,37.578385,126.797538,37.56234,126.803093,1
5,6:50,6:51:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
5,6:51:30,6:57:16,걸포북변역.국민연금공단,풍무역,37.631468,126.705672,37.612075,126.732771,1
5,6:57:16,7:02:49,풍무역,고촌역,37.612075,126.732771,37.6004,126.770752,1
5,7:02:49,7:08:44,고촌역,개화역광역환승센터,37.6004,126.770752,37.578385,126.797538,1
5,7:08:44,7:14:16,개화역광역환승센터,롯데몰.김포공항역,37.578385,126.797538,37.56234,126.803093,1
6,6:55,6:56:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
6,6:56:30,7:02:16,걸포북변역.국민연금공단,풍무역,37.631468,126.705672,37.612075,126.732771,1
6,7:02:16,7:07:49,풍무역,고촌역,37.612075,126.732771,37.6004,126.770752,1
6,7:07:49,7:13:44,고촌역,개화역광역환승센터,37.6004,126.770752,37.578385,126.797538,1
6,7:13:44,7:19:16,개화역광역환승센터,롯데몰.김포공항역,37.578385,126.797538,37.56234,126.803093,1
7,7:00,7:01:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
7,7:01:30,7:07:16,걸포북변역.국민연금공단,풍무역,37.631468,126.705672,37.612075,126.732771,1
7,7:07:16,7:12:49,풍무역,고촌역,37.612075,126.732771,37.6004,126.770752,1
7,7:12:49,7:18:44,고촌역,개화역광역환승센터,37.6004,126.770752,37.578385,126.797538,1
7,7:18:44,7:24:16,개화역광역환승센터,롯데몰.김포공항역,37.578385,126.797538,37.56234,126.803093,1
8,7:05,7:06:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
8,7:06:30,7:12:16,걸포북변역.국민연금공단,풍무역,37.631468,126.705672,37.612075,126.732771,1
8,7:12:16,7:17:49,풍무역,고촌역,37.612075,126.732771,37.6004,126.770752,1
8,7:17:49,7:23:44,고촌역,개화역광역환승센터,37.6004,126.770752,37.578385,126.797538,1
8,7:23:44,7:29:16,개화역광역환승센터,롯데몰.김포공항역,37.578385,126.797538,37.56234,126.803093,1
9,7:10,7:11:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
9,7:11:30,7:17:16,걸포북변역.국민연금공단,풍무역,37.631468,126.705672,37.612075,126.732771,1
9,7:17:16,7:22:49,풍무역,고촌역,37.612075,126.732771,37.6004,126.770752,1
9,7:22:49,7:28:44,고촌역,개화역광역환승센터,37.6004,126.770752,37.578385,126.797538,1
9,7:28:44,7:34:16,개화역광역환승센터,롯데몰.김포공항역,37.578385,126.797538,37.56234,126.803093,1
10,7:15,7:16:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
10,7:16:30,7:22:16,걸포북변역.국민연금공단,풍무역,37.631468,126.705672,37.612075,126.732771,1
10,7:22:16,7:27:49,풍무역,고촌역,37.612075,126.732771,37.6004,126.770752,1
10,7:27:49,7:33:44,고촌역,개화역광역환승센터,37.6004,126.770752,37.578385,126.797538,1
10,7:33:44,7:39:16,개화역광역환승센터,롯데몰.김포공항역,37.578385,126.797538,37.56234,126.803093,1
11,7:20,7:21:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
11,7:21:30,7:27:16,걸포북변역.국민연금공단,풍무역,37.631468,126.705672,37.612075,126.732771,1
